OrderNo;FileName;ErrorsValue;ErrorProviderType;CorrectionBytesCount;DecoderType;ProvidedErrorsCount;ErrorsAfterDecoding;Time [ms];FileSize [pix]
38;lenaGray;2;SingleErrorsForEveryBlock;24;Simple;210;189;53386;8100
157;lenaGray;10;PercentageOfErrors;16;Simple;2611;2102;54841;8100
39;lenaGray;2;SingleErrorsForEveryBlock;32;Simple;218;188;51896;8100
158;lenaGray;10;PercentageOfErrors;24;Simple;2688;2128;54792;8100
40;lenaGray;2;SingleErrorsForEveryBlock;40;Simple;226;176;52760;8100
159;lenaGray;10;PercentageOfErrors;32;Simple;2790;2078;55756;8100
41;lenaGray;5;SingleErrorsForEveryBlock;10;Simple;495;463;52847;8100
160;lenaGray;10;PercentageOfErrors;40;Simple;2892;2124;56092;8100
42;lenaGray;5;SingleErrorsForEveryBlock;16;Simple;510;464;53570;8100
161;lenaGray;0,01;ErrorsWithProbability;10;Extended;247;14;551;8100
162;lenaGray;0,01;ErrorsWithProbability;16;Extended;268;1;566;8100
163;lenaGray;0,01;ErrorsWithProbability;24;Extended;318;0;622;8100
164;lenaGray;0,01;ErrorsWithProbability;32;Extended;295;1;651;8100
165;lenaGray;0,01;ErrorsWithProbability;40;Extended;318;2;748;8100
166;lenaGray;0,02;ErrorsWithProbability;10;Extended;503;270;547;8100
167;lenaGray;0,02;ErrorsWithProbability;16;Extended;524;54;594;8100
168;lenaGray;0,02;ErrorsWithProbability;24;Extended;498;2;618;8100
169;lenaGray;0,02;ErrorsWithProbability;32;Extended;559;1;614;8100
170;lenaGray;0,02;ErrorsWithProbability;40;Extended;581;1;662;8100
171;lenaGray;0,05;ErrorsWithProbability;10;Extended;1231;1117;564;8100
172;lenaGray;0,05;ErrorsWithProbability;16;Extended;1308;1106;547;8100
173;lenaGray;0,05;ErrorsWithProbability;24;Extended;1349;767;593;8100
174;lenaGray;0,05;ErrorsWithProbability;32;Extended;1402;246;644;8100
175;lenaGray;0,05;ErrorsWithProbability;40;Extended;1464;39;670;8100
176;lenaGray;0,1;ErrorsWithProbability;10;Extended;2436;2104;532;8100
177;lenaGray;0,1;ErrorsWithProbability;16;Extended;2556;2179;571;8100
178;lenaGray;0,1;ErrorsWithProbability;24;Extended;2679;2228;635;8100
179;lenaGray;0,1;ErrorsWithProbability;32;Extended;2850;2213;665;8100
180;lenaGray;0,1;ErrorsWithProbability;40;Extended;2871;1944;699;8100
181;lenaGray;1;PercentageOfErrors;10;Extended;253;35;591;8100
182;lenaGray;1;PercentageOfErrors;16;Extended;261;12;540;8100
183;lenaGray;1;PercentageOfErrors;24;Extended;268;0;613;8100
184;lenaGray;1;PercentageOfErrors;32;Extended;279;0;620;8100
185;lenaGray;1;PercentageOfErrors;40;Extended;289;3;639;8100
186;lenaGray;2;PercentageOfErrors;10;Extended;506;263;543;8100
187;lenaGray;2;PercentageOfErrors;16;Extended;522;73;563;8100
188;lenaGray;2;PercentageOfErrors;24;Extended;537;0;592;8100
189;lenaGray;2;PercentageOfErrors;32;Extended;558;2;627;8100
190;lenaGray;2;PercentageOfErrors;40;Extended;578;6;624;8100
191;lenaGray;5;PercentageOfErrors;10;Extended;1267;1128;547;8100
192;lenaGray;5;PercentageOfErrors;16;Extended;1305;1047;588;8100
193;lenaGray;5;PercentageOfErrors;24;Extended;1344;634;601;8100
194;lenaGray;5;PercentageOfErrors;32;Extended;1395;151;607;8100
195;lenaGray;5;PercentageOfErrors;40;Extended;1446;52;680;8100
196;lenaGray;10;PercentageOfErrors;10;Extended;2534;2069;492;8100
197;lenaGray;10;PercentageOfErrors;16;Extended;2611;2105;552;8100
198;lenaGray;10;PercentageOfErrors;24;Extended;2688;2083;562;8100
199;lenaGray;10;PercentageOfErrors;32;Extended;2790;2065;600;8100
200;lenaGray;10;PercentageOfErrors;40;Extended;2892;1744;675;8100
43;lenaGray;5;SingleErrorsForEveryBlock;24;Simple;525;461;69812;8100
48;lenaGray;10;SingleErrorsForEveryBlock;24;Simple;1050;895;56484;8100
44;lenaGray;5;SingleErrorsForEveryBlock;32;Simple;545;449;53473;8100
49;lenaGray;10;SingleErrorsForEveryBlock;32;Simple;1090;914;55142;8100
45;lenaGray;5;SingleErrorsForEveryBlock;40;Simple;565;461;53468;8100
50;lenaGray;10;SingleErrorsForEveryBlock;40;Simple;1130;916;55890;8100
46;lenaGray;10;SingleErrorsForEveryBlock;10;Simple;990;896;66441;8100
51;lenaGray;16;SingleErrorsForEveryBlock;10;Simple;1584;1398;59064;8100
47;lenaGray;10;SingleErrorsForEveryBlock;16;Simple;1020;876;56297;8100
64;lenaGray;1;GroupErrorsForEveryBlock;32;Extended;109;1;724;8100
65;lenaGray;1;GroupErrorsForEveryBlock;40;Extended;113;0;812;8100
66;lenaGray;2;GroupErrorsForEveryBlock;10;Extended;198;0;677;8100
67;lenaGray;2;GroupErrorsForEveryBlock;16;Extended;204;3;707;8100
68;lenaGray;2;GroupErrorsForEveryBlock;24;Extended;210;1;807;8100
69;lenaGray;2;GroupErrorsForEveryBlock;32;Extended;218;0;753;8100
70;lenaGray;2;GroupErrorsForEveryBlock;40;Extended;226;1;833;8100
71;lenaGray;5;GroupErrorsForEveryBlock;10;Extended;495;3;754;8100
72;lenaGray;5;GroupErrorsForEveryBlock;16;Extended;510;0;687;8100
73;lenaGray;5;GroupErrorsForEveryBlock;24;Extended;525;0;763;8100
74;lenaGray;5;GroupErrorsForEveryBlock;32;Extended;545;1;823;8100
75;lenaGray;5;GroupErrorsForEveryBlock;40;Extended;565;2;851;8100
76;lenaGray;10;GroupErrorsForEveryBlock;10;Extended;990;387;698;8100
77;lenaGray;10;GroupErrorsForEveryBlock;16;Extended;1020;388;766;8100
78;lenaGray;10;GroupErrorsForEveryBlock;24;Extended;1050;1;705;8100
79;lenaGray;10;GroupErrorsForEveryBlock;32;Extended;1090;0;775;8100
80;lenaGray;10;GroupErrorsForEveryBlock;40;Extended;1130;0;830;8100
81;lenaGray;16;GroupErrorsForEveryBlock;10;Extended;1584;600;772;8100
82;lenaGray;16;GroupErrorsForEveryBlock;16;Extended;1632;592;664;8100
83;lenaGray;16;GroupErrorsForEveryBlock;24;Extended;1680;587;753;8100
84;lenaGray;16;GroupErrorsForEveryBlock;32;Extended;1744;1;813;8100
85;lenaGray;16;GroupErrorsForEveryBlock;40;Extended;1808;0;847;8100
86;lenaGray;20;GroupErrorsForEveryBlock;10;Extended;1980;717;618;8100
87;lenaGray;20;GroupErrorsForEveryBlock;16;Extended;2040;716;680;8100
88;lenaGray;20;GroupErrorsForEveryBlock;24;Extended;2100;735;774;8100
89;lenaGray;20;GroupErrorsForEveryBlock;32;Extended;2180;735;806;8100
90;lenaGray;20;GroupErrorsForEveryBlock;40;Extended;2260;0;860;8100
91;lenaGray;1;SingleErrorsForEveryBlock;10;Extended;99;0;608;8100
92;lenaGray;1;SingleErrorsForEveryBlock;16;Extended;102;0;592;8100
93;lenaGray;1;SingleErrorsForEveryBlock;24;Extended;105;0;707;8100
94;lenaGray;1;SingleErrorsForEveryBlock;32;Extended;109;1;727;8100
95;lenaGray;1;SingleErrorsForEveryBlock;40;Extended;113;0;766;8100
96;lenaGray;2;SingleErrorsForEveryBlock;10;Extended;198;0;614;8100
97;lenaGray;2;SingleErrorsForEveryBlock;16;Extended;204;1;661;8100
98;lenaGray;2;SingleErrorsForEveryBlock;24;Extended;210;0;711;8100
99;lenaGray;2;SingleErrorsForEveryBlock;32;Extended;218;2;737;8100
100;lenaGray;2;SingleErrorsForEveryBlock;40;Extended;226;0;728;8100
52;lenaGray;16;SingleErrorsForEveryBlock;16;Simple;1632;1384;73042;8100
53;lenaGray;16;SingleErrorsForEveryBlock;24;Simple;1680;1391;41623;8100
54;lenaGray;16;SingleErrorsForEveryBlock;32;Simple;1744;1379;41118;8100
55;lenaGray;16;SingleErrorsForEveryBlock;40;Simple;1808;1385;62736;8100
56;lenaGray;20;SingleErrorsForEveryBlock;10;Simple;1980;1706;61732;8100
57;lenaGray;20;SingleErrorsForEveryBlock;16;Simple;2040;1692;59565;8100
58;lenaGray;20;SingleErrorsForEveryBlock;24;Simple;2100;1683;59115;8100
59;lenaGray;20;SingleErrorsForEveryBlock;32;Simple;2180;1662;59945;8100
60;lenaGray;20;SingleErrorsForEveryBlock;40;Simple;2260;1709;52572;8100
61;lenaGray;1;GroupErrorsForEveryBlock;10;Extended;99;0;546;8100
62;lenaGray;1;GroupErrorsForEveryBlock;16;Extended;102;1;557;8100
63;lenaGray;1;GroupErrorsForEveryBlock;24;Extended;105;0;595;8100
